Price,Open,High,Low,Close,Volume
Ticker,1321.T,1321.T,1321.T,1321.T,1321.T
Date,,,,,
2009-07-27,0.0,8350.137104540532,8227.461241104578,8260.1748046875,724014
2009-07-28,0.0,8317.421898182492,8243.816394658754,8268.3515625,298812
2009-07-29,0.0,8341.957700233761,8219.281851700911,8309.244140625,470896
2009-07-30,0.0,8374.670254403132,8260.172809518714,8358.3134765625,459440
2009-07-31,0.0,8513.7021484375,8415.561489665886,8513.7021484375,827469
2009-08-03,0.0,8521.8825057954,8464.633774950325,8489.1689453125,354400
2009-08-04,0.0,8603.666716650672,8497.347641254799,8521.8828125,381866
2009-08-05,0.0,8554.59412392189,8399.204746909925,8415.5615234375,276082
2009-08-06,0.0,8562.773125711588,8423.74051526546,8530.0595703125,449109
2009-08-07,0.0,8554.5966796875,8415.56403766581,8554.5966796875,338829
2009-08-10,0.0,8693.627618921151,8603.665338762983,8660.9140625,481478
2009-08-11,0.0,8693.629242202227,8628.202117143319,8677.2724609375,313718
2009-08-12,0.0,8636.3799247851,8562.7744140625,8562.7744140625,298870
2009-08-13,0.0,8660.913750555392,8603.665028880332,8628.2001953125,214139
2009-08-14,0.0,8726.341487278045,8636.379203904045,8693.6279296875,371049
2009-08-17,0.0,8628.203295993433,8407.38671875,8407.38671875,532705
2009-08-18,0.0,8464.632167760768,8350.134727810382,8448.275390625,435684
2009-08-19,0.0,8472.811573028564,8358.31411933899,8374.6708984375,355229
2009-08-20,0.0,8538.239286036849,8366.493093501625,8489.1689453125,252124
2009-08-21,0.0,8521.881885239685,8317.422147110134,8423.7412109375,290004
2009-08-24,0.0,8693.629257923263,8579.131788863127,8652.7373046875,687509
2009-08-25,0.0,8677.271186958907,8587.308903210982,8620.0224609375,379295
2009-08-26,0.0,8759.055677778266,8636.379827949439,8734.5205078125,526079
2009-08-27,0.0,8685.449576390536,8530.060177189576,8620.0224609375,669179
2009-08-28,0.0,8677.270528176836,8587.308251258886,8628.2001953125,386601
2009-08-31,0.0,8832.660598537108,8554.59535747205,8595.4873046875,1059471
2009-09-02,0.0,8456.455078125,8382.84956970805,8456.455078125,908128
2009-09-03,0.0,8448.27607985093,8350.135409029814,8366.4921875,483632
2009-09-04,0.0,8423.740923713236,8325.600252757353,8341.95703125,1321138
2009-09-07,0.0,8472.811857773211,8431.919908652682,8456.455078125,302891
2009-09-08,0.0,8538.2373046875,8456.453422458693,8538.2373046875,231554
2009-09-09,0.0,8530.060895916125,8407.385044105251,8489.1689453125,276555
2009-09-10,0.0,8636.3798828125,8513.704032204369,8636.3798828125,676536
2009-09-11,0.0,8636.379264074427,8538.238590619036,8570.9521484375,502103
2009-09-14,0.0,8530.060287282437,8350.1357174644,8399.2060546875,603597
2009-09-15,0.0,8456.453473364401,8358.31281409905,8391.0263671875,424918
2009-09-16,0.0,8530.060274764866,8399.206042361955,8423.7412109375,548195
2009-09-17,0.0,8562.775070394659,8489.169554030233,8554.5966796875,287237
2009-09-18,0.0,8538.237959162272,8448.275681814777,8530.0595703125,526955
2009-09-24,0.0,8669.092797527277,8521.881787757946,8620.0224609375,575379
2009-09-25,0.0,8538.239608397498,8431.920532814003,8497.34765625,521650
2009-09-28,0.0,8317.42354095761,8219.282850208849,8260.1748046875,1044342
2009-09-29,0.0,8358.31448003814,8292.88736082062,8309.244140625,605681
2009-09-30,0.0,8366.491876035023,8301.064764589977,8333.7783203125,362337
2009-10-01,0.0,8309.242870899603,8211.10220707008,8227.458984375,257573
2009-10-02,0.0,8080.250523087449,8006.645002128151,8031.18017578125,535137
2009-10-05,0.0,8055.71292064229,7973.929033123079,7982.107421875,410492
2009-10-06,0.0,8047.534206730768,7941.215157251602,7973.9287109375,324608
2009-10-07,0.0,8104.7830466182695,8039.355938270191,8088.42626953125,240764
2009-10-08,0.0,8129.319503123426,8039.357214859485,8121.14111328125,306262
2009-10-09,0.0,8251.994140625,8121.139922339568,8251.994140625,508047
2009-10-13,0.0,8341.957377616996,8268.351871343904,8301.0654296875,334353
2009-10-14,0.0,8341.957377616996,8260.173481758005,8301.0654296875,266568
2009-10-15,0.0,8472.810232709544,8407.383126665454,8440.0966796875,660034
2009-10-16,0.0,8497.345722032309,8423.740224921345,8448.275390625,400920
2009-10-19,0.0,8472.810556328654,8350.134727810382,8448.275390625,410336
2009-10-20,0.0,8546.416348012044,8505.524403763184,8530.0595703125,659767
2009-10-21,0.0,8538.237313130403,8480.988595513629,8513.7021484375,412809
2009-10-22,0.0,8480.991547780797,8374.672463768115,8464.634765625,515303
2009-10-23,0.0,8554.594757639225,8472.810868942865,8480.9892578125,423573
2009-10-26,0.0,8579.129569751794,8456.453741776317,8546.416015625,501560
2009-10-27,0.0,8497.345722032309,8415.56183635346,8448.275390625,423033
2009-10-28,0.0,8431.918334600847,8301.064121842735,8317.4208984375,680670
2009-10-29,0.0,8194.745626058924,8129.318515272026,8145.67529296875,730735
2009-10-30,0.0,8292.886083839197,8227.458974696481,8251.994140625,714693
2009-11-02,0.0,8112.96337890625,8014.822692871094,8112.96337890625,1177547
2009-11-04,0.0,8121.140469794557,8055.713356241328,8104.78369140625,381460
2009-11-05,0.0,8104.784725824343,7990.287262492818,8006.64404296875,542766
2009-11-06,0.0,8129.319038120568,8055.713533751266,8072.0703125,564155
2009-11-09,0.0,8129.318870389992,8022.999810716884,8080.24853515625,246698
2009-11-10,0.0,8235.637570300734,8129.318515272026,8145.67529296875,565379
2009-11-11,0.0,8211.1037115252,8121.141419865064,8153.85498046875,314878
2009-11-12,0.0,8211.102931864236,8072.0703125,8072.0703125,200296
2009-11-13,0.0,8096.605492568598,8014.821598704269,8047.53515625,368574
2009-11-16,0.0,8088.426924361874,8022.999810716884,8080.24853515625,316116
2009-11-17,0.0,8137.497946829607,8014.822098384939,8023.00048828125,297302
2009-11-18,0.0,8080.247760416666,7949.393545673077,7973.9287109375,360651
2009-11-19,0.0,7998.46622147303,7834.898405082988,7883.96875,639733
2009-11-20,0.0,7851.253262004176,7777.6477626728865,7834.896484375,344017
2009-11-24,0.0,7851.253955696203,7753.11328125,7753.11328125,621898
2009-11-25,0.0,7802.183271986491,7728.57776942058,7794.0048828125,549769
2009-11-26,0.0,7810.3620080102855,7687.686164952532,7753.11328125,565503
2009-11-27,0.0,7622.25918715847,7483.2265625,7483.2265625,1056023
2009-11-30,0.0,7720.400237194798,7581.367605804638,7704.04345703125,920771
2009-12-01,0.0,7892.146330741336,7614.08107141988,7875.78955078125,1012775
2009-12-02,0.0,7957.573255275451,7843.075798365013,7933.0380859375,593442
2009-12-03,0.0,8227.458994111415,8039.356054882228,8202.923828125,1203965
2009-12-04,0.0,8268.350917910679,8162.031865553766,8251.994140625,737713
2009-12-07,0.0,8423.741235733032,8325.600561141968,8374.6708984375,998437
2009-12-08,0.0,8366.492198988972,8301.065085018383,8341.95703125,777151
2009-12-09,0.0,8292.886083839197,8235.637363339321,8251.994140625,565464
2009-12-10,0.0,8284.708253677629,8104.78369140625,8104.78369140625,560248
2009-12-11,0.0,8333.7783203125,8178.38893063052,8333.7783203125,672034
2009-12-14,0.0,8350.135098173761,8251.994431006195,8333.7783203125,363722
2009-12-15,0.0,8341.957700233761,8268.35219111405,8309.244140625,193773
2009-12-16,0.0,8448.275085092288,8341.956037554824,8391.0263671875,538484
2009-12-17,0.0,8464.633183479309,8374.6708984375,8374.6708984375,595612
2009-12-18,0.0,8382.849287986755,8268.35183429718,8374.6708984375,407978
2009-12-21,0.0,8423.743502249514,8399.208327000244,8407.38671875,141312
2009-12-22,0.0,8562.772792688398,8440.096964712919,8546.416015625,681371
2009-12-24,0.0,8709.984720482016,8620.02243698408,8669.0927734375,660115
2009-12-25,0.0,8685.449552255306,8636.379215801886,8669.0927734375,294262
2009-12-28,0.0,8799.94761394141,8677.27176430468,8759.0556640625,439759
2009-12-29,0.0,8832.658871155638,8742.69660487535,8775.41015625,340463
2009-12-30,0.0,8840.840257687676,8685.450835952186,8701.8076171875,302136
2010-01-04,0.0,8824.482112100291,8734.519829215116,8791.7685546875,466774
2010-01-05,0.0,8906.265007174745,8791.76756906598,8816.302734375,463495
2010-01-06,0.0,8889.908221192762,8791.767560057238,8840.837890625,442235
2010-01-07,0.0,8889.908230302064,8775.4107921933,8816.302734375,458098
2010-01-08,0.0,8930.801436468837,8799.947202967462,8922.623046875,697940
2010-01-12,0.0,8996.2294921875,8873.553635475853,8996.2294921875,445820
2010-01-13,0.0,8955.335328616442,8840.837890625,8840.837890625,498776
2010-01-14,0.0,8996.2294921875,8889.91041637074,8996.2294921875,448870
2010-01-15,0.0,9061.656585527802,8963.515900485985,9045.2998046875,439640
2010-01-18,0.0,8979.870457599496,8889.908185255605,8938.978515625,819275
2010-01-19,0.0,8971.69373435342,8865.37466548688,8881.7314453125,523118
2010-01-20,0.0,8963.514380787037,8832.66015625,8832.66015625,591605
2010-01-21,0.0,8979.872083690068,8783.590726669521,8955.3369140625,841468
2010-01-22,0.0,8799.946967814547,8677.271127185162,8742.6982421875,1180879
2010-01-25,0.0,8709.984720482016,8587.308879348466,8669.0927734375,436868
2010-01-26,0.0,8718.161845590876,8521.880528241738,8538.2373046875,628662
2010-01-27,0.0,8562.775458559781,8456.4563745471,8464.634765625,507521
2010-01-28,0.0,8636.379574619772,8497.34694889199,8603.666015625,489322
2010-01-29,0.0,8530.058967813415,8382.847978915388,8391.0263671875,544023
2010-02-01,0.0,8440.097989987864,8358.314094736044,8423.7412109375,472393
2010-02-02,0.0,8579.131851808974,8505.52633544455,8554.5966796875,337168
2010-02-03,0.0,8611.844405373693,8546.417287384149,8603.666015625,404410
2010-02-04,8546.08984375,8546.08984375,8546.08984375,8546.08984375,0
2010-02-05,8317.4208984375,8350.134451627027,8284.70734524797,8317.4208984375,1159247
2010-02-08,8235.63737302746,8309.242870899603,8202.92381841762,8227.458984375,1017635
2010-02-09,8178.389955801793,8219.281905580801,8145.676395978586,8211.103515625,498941
2010-02-10,8284.708352709573,8292.886742001489,8219.281238374257,8243.81640625,290461
2010-02-12,8317.42186351103,8341.95703125,8268.351528033088,8341.95703125,268464
2010-02-15,8341.9587136448,8350.137104540532,8260.1748046875,8260.1748046875,137429
2010-02-16,8301.064785715387,8309.243174666832,8268.351229909613,8284.7080078125,87360
2010-02-17,8391.028896859976,8513.704757925181,8382.850506122297,8505.5263671875,428121
2010-02-18,8521.881181462728,8538.237959162272,8480.989237213866,8530.0595703125,232120
2010-02-19,8546.417078971863,8546.417078971863,8358.31411933899,8374.6708984375,541997
2010-02-22,8521.881811709805,8628.200874619812,8521.881811709805,8570.9521484375,493813
2010-02-23,8538.239898273183,8562.775070394659,8480.991163323077,8554.5966796875,335294
2010-02-24,8423.7412109375,8464.63315856341,8358.314094736044,8423.7412109375,483873
2010-02-25,8464.632543202588,8480.98932106385,8333.7783203125,8333.7783203125,314828
2010-02-26,8350.13671875,8407.385452375123,8325.601547196376,8350.13671875,332335
2010-03-01,8374.673151750972,8440.100285749028,8350.137976501703,8407.38671875,243504
2010-03-02,8423.740224921345,8456.453779192885,8374.669893514036,8448.275390625,301454
2010-03-03,8415.56183635346,8480.988944896539,8407.383447785576,8448.275390625,786984
2010-03-04,8456.454793930054,8472.811573028564,8366.492508888245,8374.6708984375,598602
2010-03-05,8472.811474982109,8570.9521484375,8472.811474982109,8570.9521484375,530038
2010-03-08,8701.80468017807,8742.69661946462,8677.269516606138,8726.33984375,781260
2010-03-09,8718.162764084507,8742.697931338027,8701.805985915493,8709.984375,349318
2010-03-10,8726.340497845333,8742.697274786,8701.805332434335,8718.162109375,309304
2010-03-11,8750.877898829578,8808.126632747155,8734.52111771027,8799.9482421875,443705
2010-03-12,8857.1962890625,8889.909848763562,8824.482729361438,8857.1962890625,509980
2010-03-15,8906.26695110701,8922.623731549817,8832.661439114392,8865.375,201762
2010-03-16,8857.195967753581,8889.909526267906,8840.839188496419,8849.017578125,172517
2010-03-17,8898.089808043875,8963.516938985375,8873.554633940814,8947.16015625,510281
2010-03-18,8947.158902214022,8955.337292435424,8857.196609778597,8865.375,293522
2010-03-19,8914.443028488438,8938.978192787032,8889.907864189847,8930.7998046875,235980
2010-03-23,8906.266936666283,8930.802107290709,8881.73176604186,8889.91015625,202851
2010-03-24,8947.15593284117,8979.86948286984,8881.72883278383,8914.4423828125,278338
2010-03-25,8955.338547617686,8971.695330353063,8914.446590779251,8947.16015625,248520
2010-03-26,8988.049440456081,9078.01171875,8979.871051520271,9078.01171875,549044
2010-03-29,9061.655558195438,9143.439453125,9045.298779209526,9143.439453125,327010
2010-03-30,9159.796195652174,9233.401700795808,9135.261027270963,9217.044921875,396167
2010-03-31,9217.045577542185,9249.759137710924,9192.51040741563,9208.8671875,367400
2010-04-01,9249.75875051398,9364.256206311678,9233.40197111431,9323.3642578125,873475
2010-04-02,9388.79134966732,9396.969739344731,9331.542621925446,9372.4345703125,466762
2010-04-05,9421.50390625,9446.039072672525,9388.790351019965,9421.50390625,383932
2010-04-06,9429.683298054373,9429.683298054373,9315.185842570625,9372.4345703125,338598
2010-04-07,9380.61328125,9429.683620994987,9347.899721420008,9380.61328125,508707
2010-04-08,9290.64942354369,9331.541366429004,9266.1142578125,9266.1142578125,434114
2010-04-09,9307.006513852242,9307.006513852242,9257.936180738787,9298.828125,576286
2010-04-12,9372.43458312828,9429.683310948436,9331.542634685313,9347.8994140625,337626
2010-04-13,9315.184589274879,9315.184589274879,9200.687149195996,9266.1142578125,423746
2010-04-14,9323.363291556729,9364.255235817942,9266.114569591029,9298.828125,312596
2010-04-15,9388.791684877622,9396.970074847028,9339.721345061189,9356.078125,349129
2010-04-16,9331.542374320652,9331.542374320652,9200.688142954192,9217.044921875,746883
2010-04-19,9086.192078463753,9102.54885988313,9037.121734205622,9053.478515625,592751
2010-04-20,9110.725608853227,9143.439165797045,9045.298494965591,9061.6552734375,530084
2010-04-21,9159.796195652174,9217.044921875,9151.61780619177,9217.044921875,291137
2010-04-22,9127.083678760117,9127.083678760117,9020.764603649111,9094.3701171875,413553
2010-04-23,9061.656555614883,9110.72689797381,9020.764603649111,9094.3701171875,441164
2010-04-26,9167.973913552689,9274.29296875,9167.973913552689,9274.29296875,983534
2010-04-27,9225.222625329816,9315.184902704485,9225.222625329816,9298.828125,375172
2010-04-28,9053.476551942567,9118.903663429053,9037.119774070947,9078.01171875,811986
2010-04-30,9200.68783305738,9208.866222242319,9159.79588713268,9184.3310546875,234937
2010-05-06,8898.087903225807,8922.623072076613,8873.552734375,8873.552734375,840545
2010-05-07,8521.883038922597,8677.2724609375,8464.634304496052,8677.2724609375,1480156
2010-05-10,8652.735947338502,8775.411787801715,8620.022389881646,8767.2333984375,862686
2010-05-11,8857.195401026913,8857.195401026913,8644.557284289423,8660.9140625,976118
2010-05-12,8693.627305798282,8734.519249851895,8595.486640069608,8628.2001953125,514297
2010-05-13,8783.589171629277,8849.01627905296,8759.054006345397,8840.837890625,472969
2010-05-14,8693.629226569843,8775.413132746417,8636.38049224624,8701.8076171875,509364
2010-05-17,8570.953154990402,8595.488326235605,8448.277298764395,8521.8828125,833893
2010-05-18,8570.95151456136,8603.66506996045,8489.167626063638,8530.0595703125,335773
2010-05-19,8399.204738409944,8472.810232709544,8350.134408876876,8440.0966796875,686219
2010-05-20,8407.384133675465,8456.454469086022,8325.600241324535,8366.4921875,515089
2010-05-21,8121.139482893454,8194.744976696114,8080.247541891977,8129.31787109375,1051459
2010-05-24,8137.497892965604,8153.854672649956,8063.892384386015,8121.14111328125,441426
2010-05-25,8023.000570422021,8039.357350382107,7851.254380841122,7875.78955078125,964242
2010-05-26,7982.108606689959,8023.000556519313,7883.967927099508,7900.32470703125,688763
2010-05-27,7843.077177774154,8039.35856699895,7818.542004121055,8031.18017578125,365799
2010-05-28,8170.211760770592,8178.390150921514,8072.071078959534,8153.85498046875,649655
2010-05-31,8112.962723439074,8186.5682320186625,8096.605943754721,8121.14111328125,379934
2010-06-01,8088.427567175663,8112.962736742425,8039.35722804214,8096.60595703125,444840
2010-06-02,8023.000669699974,8129.319740756141,7957.573549050026,7990.287109375,312808
2010-06-03,8145.677000988143,8276.53125,8137.498610424901,8276.53125,684505
2010-06-04,8243.816394658754,8292.886730341246,8219.281226817508,8268.3515625,234561
2010-06-07,8006.643269478844,8023.000048374613,7908.502596104231,7924.859375,680434
2010-06-08,7867.6109677029635,7982.108424613402,7851.254188144329,7933.0380859375,410402
2010-06-09,7908.503922458506,7908.503922458506,7810.3632326244815,7883.96875,766525
2010-06-10,7916.681306378866,7949.394865496134,7859.432577923647,7933.0380859375,419872
2010-06-11,8096.605313567497,8129.318870389992,8047.534978333755,8080.24853515625,417674
2010-06-14,8170.210914179104,8227.459639303483,8170.210914179104,8219.28125,281748
2010-06-15,8194.74543946286,8251.99416009783,8178.388662138584,8202.923828125,257181
2010-06-16,8350.13604992378,8415.56316882622,8341.957660060976,8382.849609375,530880
2010-06-17,8333.777997989317,8366.491552446587,8309.242832146365,8325.599609375,178171
2010-06-18,8358.31448003814,8358.31448003814,8292.88736082062,8309.244140625,208518
2010-06-21,8407.38534668906,8530.061202915067,8407.38534668906,8521.8828125,345053
2010-06-22,8431.918299965075,8472.810241284014,8399.204746909925,8415.5615234375,516000
