Price,Open,High,Low,Close,Volume
Ticker,1321.T,1321.T,1321.T,1321.T,1321.T
Date,,,,,
2009-01-05,0.0,7638.614295004761,7499.581700770199,7515.9384765625,477645
2009-01-06,0.0,7654.971896229619,7507.760898225204,7524.11767578125,474426
2009-01-07,0.0,7761.290721304246,7589.544562034078,7679.5068359375,784929
2009-01-08,0.0,7540.47468524556,7368.728515625,7368.728515625,1065245
2009-01-09,0.0,7450.512248309754,7303.3012488919985,7352.37158203125,1017708
2009-01-13,0.0,7082.48473821272,6984.344072094299,6992.5224609375,1102988
2009-01-14,0.0,7090.663634394256,6959.809403540383,6967.98779296875,704269
2009-01-15,0.0,6788.063684975228,6657.209445264863,6706.27978515625,1429322
2009-01-16,0.0,6894.382013441411,6779.884566005848,6861.66845703125,698661
2009-01-19,0.0,6951.6307259965115,6837.133278744805,6886.20361328125,375961
2009-01-20,0.0,6804.419800548112,6624.495238514388,6714.45751953125,1345642
2009-01-21,0.0,6673.565136476427,6509.997363523574,6591.78125,823348
2009-01-22,0.0,6706.279463808761,6509.998113648505,6698.10107421875,1449644
2009-01-23,0.0,6616.316806034141,6444.570634307667,6452.7490234375,1513707
2009-01-26,0.0,6501.819415425145,6321.894852985707,6330.0732421875,1792329
2009-01-27,0.0,6755.350279425183,6493.6417940237225,6722.63671875,820651
2009-01-28,0.0,6812.598658791188,6599.96052538354,6763.5283203125,675167
2009-01-29,0.0,6918.917699110894,6771.706684236194,6812.5986328125,1013980
2009-01-30,0.0,6698.100943568897,6591.781880972565,6632.673828125,885125
2009-02-02,0.0,6632.673044802395,6493.640440903948,6550.88916015625,725085
2009-02-03,0.0,6747.171355316047,6485.462890625,6485.462890625,818315
2009-02-04,0.0,6730.8141527362895,6550.88959458295,6673.5654296875,659652
2009-02-05,0.0,6747.172118235282,6575.425918862021,6616.31787109375,608944
2009-02-06,6714.45751953125,6714.45751953125,6714.45751953125,6714.45751953125,0
2009-02-09,0.0,6894.381456566566,6591.781084214296,6599.95947265625,754293
2009-02-10,0.0,6779.884837873767,6591.781880972565,6632.673828125,599183
2009-02-12,0.0,6550.889850293339,6403.678842421578,6469.10595703125,1135395
2009-02-13,6469.10595703125,6469.10595703125,6469.10595703125,6469.10595703125,0
2009-02-16,0.0,6501.819201303407,6411.856923046379,6436.39208984375,687780
2009-02-17,0.0,6428.214704955586,6346.430802856915,6387.32275390625,817303
2009-02-18,0.0,6346.430342741935,6231.932888104839,6338.251953125,827453
2009-02-19,0.0,6370.965862165179,6289.181961495536,6297.3603515625,373267
2009-02-20,0.0,6305.536986980894,6158.326006740094,6166.50439453125,1126893
2009-02-23,0.0,6191.039557904716,6011.115026499295,6166.50439453125,1124168
2009-02-24,0.0,6101.07861328125,5970.224380288622,6101.07861328125,687924
2009-02-25,0.0,6240.11117349191,6109.256941806628,6223.75439453125,749957
2009-02-26,0.0,6330.072802155385,6191.040195389699,6207.39697265625,508702
2009-02-27,6313.716796875,6313.716796875,6313.716796875,6313.716796875,0
2009-03-02,0.0,6150.148310981782,6035.650869022014,6060.18603515625,1111021
2009-03-03,0.0,6084.7215470023775,5912.9753743047295,6019.29443359375,1197098
2009-03-04,0.0,6109.256367424722,5929.331815773659,6060.18603515625,745907
2009-03-05,0.0,6289.181365482391,6117.435190352183,6182.8623046875,1029924
2009-03-06,0.0,6076.543338296192,5970.224275849556,5986.5810546875,848636
2009-03-09,0.0,6035.650939941406,5872.083163791232,5888.43994140625,997139
2009-03-10,0.0,5929.332209360914,5863.905095326586,5896.61865234375,532221
2009-03-11,0.0,6174.684416630354,6084.722127116534,6158.32763671875,1329281
2009-03-12,0.0,6133.792406892124,5970.224609375,5970.224609375,527233
2009-03-13,0.0,6321.8955078125,6199.219657078751,6321.8955078125,1122023
2009-03-16,0.0,6469.105968804529,6354.6085180292275,6444.57080078125,842447
2009-03-17,0.0,6649.03044000635,6436.392320153748,6640.85205078125,1596772
2009-03-18,0.0,6714.457722429871,6575.425102111591,6632.673828125,939902
2009-03-19,0.0,6698.100460845646,6583.603017070506,6608.13818359375,847221
2009-03-23,0.0,6869.8466796875,6608.1382347470235,6869.8466796875,1201203
2009-03-24,0.0,7090.6631063534405,6902.5601635090015,7041.5927734375,1552229
2009-03-25,0.0,7123.377311839151,6992.523078785849,7057.9501953125,717022
2009-03-26,0.0,7295.12353515625,7041.593457140731,7295.12353515625,931771
2009-03-27,0.0,7409.619695339073,7213.338378906249,7213.33837890625,1110297
2009-03-30,0.0,7246.052733215187,6878.025224191842,6886.20361328125,712305
2009-03-31,0.0,7041.593372372415,6771.706518379046,6820.77685546875,865254
2009-04-01,0.0,7049.7714957435965,6796.241430351426,7025.236328125,960122
2009-04-02,0.0,7352.3724309062845,7090.663957281145,7286.9453125,1641728
2009-04-03,0.0,7466.870872002587,7295.124663555649,7311.4814453125,1105087
2009-04-06,0.0,7548.652872766019,7401.441874163865,7450.51220703125,857520
2009-04-07,0.0,7466.869641247425,7368.728966882726,7442.33447265625,550782
2009-04-08,0.0,7336.015861658449,7188.804841023162,7205.16162109375,663380
2009-04-09,0.0,7499.583341871585,7286.9452100409835,7483.2265625,804906
2009-04-10,7515.9384765625,7515.9384765625,7515.9384765625,7515.9384765625,0
2009-04-13,0.0,7573.1888620476975,7450.513016550165,7458.69140625,415902
2009-04-14,0.0,7540.474335592577,7344.193007984961,7409.6201171875,790316
2009-04-15,0.0,7385.085147857666,7286.944481440953,7327.83642578125,601561
2009-04-16,0.0,7581.366308920359,7319.657871071976,7336.0146484375,936872
2009-04-17,7483.2265625,7483.2265625,7483.2265625,7483.2265625,0
2009-04-20,0.0,7499.583341871585,7393.264275956284,7483.2265625,859166
2009-04-21,0.0,7360.550626826976,7229.696393461163,7344.19384765625,763306
2009-04-22,0.0,7393.264340277778,7286.9452734375,7360.55078125,310989
2009-04-23,0.0,7442.333671788769,7262.409121481788,7409.6201171875,461172
2009-04-24,7319.65869140625,7319.65869140625,7319.65869140625,7319.65869140625,0
2009-04-27,0.0,7417.798703329904,7262.409314836775,7327.83642578125,446066
2009-04-28,0.0,7393.264288651316,7131.555818256579,7147.91259765625,791673
2009-04-30,0.0,7434.1572265625,7344.194927891226,7434.1572265625,914857
2009-05-01,0.0,7589.546080221862,7409.621496423499,7556.83251953125,700870
2009-05-07,0.0,7883.966984636233,7785.82631677769,7826.71826171875,905142
2009-05-08,7908.50244140625,7908.50244140625,7908.50244140625,7908.50244140625,0
2009-05-11,0.0,7957.572118837971,7826.717901056462,7916.68017578125,484470
2009-05-12,0.0,7867.610865381472,7794.005358324888,7818.54052734375,427761
2009-05-13,0.0,7859.432952212592,7769.47066035584,7843.076171875,203282
2009-05-14,0.0,7679.5071788845025,7589.544900963598,7638.615234375,791324
2009-05-15,7769.47021484375,7769.47021484375,7769.47021484375,7769.47021484375,0
2009-05-18,0.0,7638.6150782507375,7540.474413433812,7622.25830078125,676734
2009-05-19,0.0,7826.71909774652,7761.291978852088,7785.8271484375,428746
2009-05-20,7810.3623046875,7810.3623046875,7810.3623046875,7810.3623046875,0
2009-05-21,0.0,7785.8271484375,7695.8648599576545,7785.8271484375,439582
2009-05-22,0.0,7769.469248077811,7638.615029162816,7744.93408203125,397925
2009-05-25,0.0,7875.789423470223,7761.291965600458,7810.3623046875,461619
2009-05-26,0.0,7859.431817671597,7736.755982848419,7826.71826171875,382853
2009-05-27,0.0,7957.5742673755185,7875.790359180498,7883.96875,437949
2009-05-28,0.0,7957.572932791537,7834.897091073271,7924.859375,382624
2009-05-29,0.0,7973.930021719232,7908.502903592304,7957.5732421875,436598
2009-06-01,0.0,8129.319503123426,7949.394926595544,8121.14111328125,526132
2009-06-02,0.0,8219.281453654994,8121.140779581501,8137.49755859375,697455
2009-06-03,0.0,8186.567226894864,8137.496893866523,8170.21044921875,434772
2009-06-04,0.0,8162.032415765325,8080.248523823789,8104.78369140625,421293
2009-06-05,0.0,8186.568526855468,8145.676576171874,8178.39013671875,341547
2009-06-08,0.0,8301.064472482036,8219.280586053643,8251.994140625,768366
2009-06-09,0.0,8260.174192630364,8170.211899443301,8194.7470703125,348676
2009-06-10,0.0,8366.4921875,8219.281181268329,8366.4921875,651894
2009-06-11,0.0,8391.02767753601,8333.778950691223,8374.6708984375,492016
2009-06-12,0.0,8505.524424421408,8382.848591376869,8480.9892578125,820734
2009-06-15,0.0,8472.813852748055,8391.029935250486,8407.38671875,395378
2009-06-16,0.0,8301.065323836321,8170.211092130527,8186.56787109375,656585
2009-06-17,0.0,8243.816084285005,8129.318638669935,8235.6376953125,1105683
2009-06-18,0.0,8178.3888483621995,8080.248182181853,8145.67529296875,386839
2009-06-19,0.0,8227.460477539062,8121.1414057617185,8178.39013671875,508625
2009-06-22,0.0,8284.707704942222,8178.3886524602385,8227.458984375,302051
2009-06-23,0.0,8080.249724405674,7965.752258675229,7998.4658203125,526470
2009-06-24,0.0,8063.89374065205,7990.288219692751,8031.18017578125,224518
2009-06-25,0.0,8268.352582920097,8055.714435387039,8194.7470703125,498955
2009-06-26,0.0,8292.8857421875,8202.923470822547,8292.8857421875,421491
2009-06-29,0.0,8325.600310945274,8162.032524875622,8219.28125,582000
2009-06-30,0.0,8374.669941060904,8301.064443532048,8325.599609375,492306
2009-07-01,0.0,8440.098052647783,8251.995092172107,8301.0654296875,814798
2009-07-02,0.0,8366.493546195652,8260.174468873518,8276.53125,425287
2009-07-03,0.0,8080.248379658976,7957.572543935408,8063.8916015625,780440
2009-07-06,0.0,8023.000204665776,7924.859529379345,7941.21630859375,297599
2009-07-07,0.0,7990.286490583075,7900.324206656346,7924.859375,338359
2009-07-08,0.0,7843.07607421875,7728.57861328125,7728.57861328125,573347
2009-07-09,0.0,7712.22040900489,7622.258134880761,7630.4365234375,587290
2009-07-10,0.0,7704.0435137348795,7597.7244418892815,7605.90283203125,329523
2009-07-13,0.0,7671.32972428242,7417.799637445793,7425.97802734375,514873
2009-07-14,0.0,7630.438002457157,7532.297320753529,7605.90283203125,282904
2009-07-15,0.0,7671.328308564379,7597.722813066427,7614.07958984375,337710
2009-07-16,0.0,7794.006770729,7646.795729938735,7654.97412109375,273938
2009-07-17,0.0,7736.757017358346,7679.508286785927,7704.04345703125,159302
2009-07-21,0.0,7924.8585643925935,7802.18273522243,7916.68017578125,449690
2009-07-22,0.0,8006.642264623397,7883.966438301281,7973.9287109375,522212
2009-07-23,0.0,8096.605660486076,7957.573038033284,8039.35693359375,347161
2009-07-24,0.0,8170.210459513837,8088.426571030215,8145.67529296875,679303
